8,ave.doc.tfidf.dev,AUC,0.757980
9,Capsule,AUC,0.898182
9,Event Only,AUC,0.737172
9,random (1k ave),AUC,0.686869
9,word.outlier,AUC,0.690707
9,word.outlier.tfidf,AUC,0.690909
9,total.word.dev,AUC,0.701010
9,total.tfidf.dev,AUC,0.695152
9,ave.word.dev,AUC,0.691313
9,ave.tfidf.dev,AUC,0.680000
9,doc.outlier,AUC,0.700404
9,doc.outlier.tfidf,AUC,0.701818
9,total.doc.dev,AUC,0.716566
9,total.doc.tfidf.dev,AUC,0.696970
9,ave.doc.dev,AUC,0.725051
9,ave.doc.tfidf.dev,AUC,0.693333
